msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
FwK4Y0rTuBXx+i2FDpoFBFtOWH4//F3PN74fwvX+ptQ=,36,30,180,180,1,20170327,20170426,0
H3kDN4e8bJTxlFeWBRaPcblQl483HenjMLpTbord3tg=,38,195,894,894,0,20170317,20170928,0
HkU5znKZ0d1CFXiRSV7QI65iE5NlSeQ2Mbb2PIzvmuA=,41,30,99,99,1,20170304,20170404,0
I9UOXzrNb5MwRHiBIy/fb34aOrdLiw5nma7reijG0Fs=,41,30,99,99,1,20170312,20170412,0
JNOSj0qtmt6LSAJTWCz/jknoXNUwOT7evldqtdHO3iE=,41,30,99,99,1,20170326,20170426,0
JQFLREnIjrZ97uteSqf8BUPO/G3+09n9d4joKScQf2U=,41,30,149,149,1,20150218,20170903,0
JQFLREnIjrZ97uteSqf8BUPO/G3+09n9d4joKScQf2U=,41,30,149,149,1,20150918,20190526,0
KAoTccZYJqHx/vyFvoAUYGM3H7E/IXKLuWcgSykD+4U=,38,30,149,149,0,20170308,20170407,0
KvgZV4ZtR/oxJsVOE6DhGapQqMtcFvEoR9dNv+pFbBY=,41,30,99,99,1,20170331,20170430,0
MzxgcCfwHSpIphjKSoI5aSU6YbOmtsSZ+6Lg3wdKSOo=,41,30,149,149,1,20170320,20170421,0
OHB5N+dJ5dT6deK/33CaCe8GI0HRqHsIF2KPHcyyRGU=,41,30,99,99,1,20170318,20170318,1
OI0GVY05dzJyd/haA/JpdpUF0H1IVn1aIAeJc8OfiJA=,41,30,99,99,1,20170306,20170306,1
OmxAJe7OvByPFhOoyo0CtPTirjdFktkUdMQoYqsBSVg=,29,30,180,180,1,20170305,20170405,0
PS5rxc5GksWcK8ndxVfQsfqYcII2zggBpWZ80LerNbw=,41,30,99,99,1,20170331,20170430,0
QnnwGCWHb2j79WRpL13ZDpxlu2m7oWFAd8Nsd8vVOeA=,38,30,149,149,0,20170319,20170418,0
Rss2EXw1xrxd8BYfotj9o4BHsxlurFEumGiGyj8pQYk=,30,30,149,149,1,20170317,20170416,0
S4wIbuwkYlhjOddbwFEgK3MY/ao7GQI8vtUi6KpnVGo=,41,30,99,99,1,20170303,20170403,0
StRNe9M04dKk2c7CPkg39TUsAZiRqZnScs/0Nl23DIk=,36,30,180,180,0,20170325,20170424,0
TAoUPGHt9JjzDXlHPL3z9lvy33WkHfCSebjnk3SWA/I=,31,30,149,149,1,20170331,20170430,0
TchB9Sje2DaRn7+Ox/HbEHOPhGyQqPqm31Rdu2vX0tM=,33,30,149,149,1,20170305,20170405,1
TgKzSXoGzGHbId0l4BwIsNUu8VtZdYPwC+bvVARhEDA=,37,30,149,149,1,20170315,20170414,0
Tmel2WENRup1VY4MfbWiSA4F4HWfmfYwLD/H31EqewQ=,36,30,180,180,1,20170324,20170423,0
TqjU8qQyvT1fE42hOmweJ0nbUjiEeRBYbF6PNXZD5bU=,41,30,99,99,1,20170327,20170427,0
Tt+Fw6E6r+AJidnViM0PvRgnEiqENGCS7fqsnuypq48=,41,30,99,99,1,20170309,20170409,0
TzBzP3Gl8kZ4GhGyoGsV6kEz+bKTWhzEm9ww86jUSm8=,41,30,99,99,1,20170312,20170412,0
UkaLbexFzqBcAbIyCVO7yNVYTpK0iMoRXiCE5wlBd+Q=,39,30,149,149,1,20170331,20170520,0
V1E7UdnM9O/GKV/WNfu9yjYOHI3kXwpmEkaSmIDQoFo=,16,30,149,149,1,20170325,20170424,0
XmJS+FxO/uE+HnNOEV1wMSCt6mIFC0L9RkP1ReehNHw=,41,30,99,99,1,20170320,20170420,0
Xos9+d526+BX+JBHWCd0rp0ElGKnucz2Ixd9Au3ZHgA=,41,30,149,149,1,20170318,20170418,0
an530dX9CqWDi4NC7zby/EJOdnxqpvsdJYWkjAWVrlg=,36,30,180,180,1,20170304,20170405,0
ayYERY0rG6p3Aop6IrsOePqxCs/t4Kp+RdkK+HELBY4=,41,30,99,99,1,20170321,20170421,0
cF3N7ORX2gBpaQPg9NI/2vJkb4paf2Lk45fvP81tFu0=,32,180,536,536,0,20170311,20170907,0
dZqsRZtfwqb3BAmq82IWbFOHjxsc9bAQYcXHijmJMsU=,37,30,149,149,1,20170312,20170411,0
f9uJJfQHlhJt5OXm6/JsuYnxsOheYejF3SR5KS1YuyI=,36,30,180,180,1,20170308,20170414,0
fATyKNCG2YlI6nk0dYeHM+CeSEQ3HFWyr2XgYJ2seWk=,39,30,149,149,1,20170228,20170403,0
gnSxtcBfZTZxbvlcwh7uwmkh2eHPqyezmmXdZl2ZgAs=,41,30,149,149,1,20170309,20170409,0
haNp38B/k8p7aZwMcEo0Mv2/j/Z/xCax8hWvYejh0iY=,30,30,149,149,1,20170317,20170401,1
idNsWCYGmovQLvzss4ToY/UK8Xs2QGnTbmmRqOOet/A=,41,30,99,99,1,20170327,20170427,0
j9K5dc54uPMry73bQif9pWLZ1t7FLt85TXQhOyeuBQE=,40,30,149,149,1,20170309,20170409,0
koopg+HEz+uwmuaALpxKa1FRBYajmdbQ28oObuT0lok=,39,30,149,149,1,20170331,20170526,0
lW0MRXpMgEU+qRxsdcO5CHGiclRxGSDeno59WGl0dXI=,37,30,149,149,1,20170306,20170405,0
m4y3RINbfQMwFZp/4GzZBmQxqS5okJlALxaMPe1UEiQ=,41,30,99,99,1,20170307,20170407,0
mNvPVRAYEovUaiAeTIui6eN3kdz8CRciYb7PVNDVoiU=,41,30,99,99,1,20170331,20170430,0
mac+pmLlElU1evcG02j4Tb06xZa31VaPgTcfoWJzsGM=,39,30,149,149,1,20170228,20170425,0
mq1iVJp9wpdVRZtsTPlENchsWJeuv4hWfLIrRFv/bH8=,41,30,99,99,1,20170331,20170430,0
ndGMCTdQewmOWO2gvViEFBJmRqZQeh3qFi/SPFj1Yqo=,36,30,180,180,0,20170312,20170610,0
o8frF8jzhUxW1ROoAgQQWKEwQX7Z3SJDbMey4i6xJSw=,41,30,99,99,1,20170322,20170422,0
oJuRuyUwd5gOg4pC16ITQ3TjSv6ZPscC7AoQplvsM9c=,39,30,149,149,1,20170331,20170514,0
odSDUyEELc9JCKwVg7BqpJxeJOKWgf6qq1V67bluYA8=,41,30,149,149,1,20170305,20170405,0
ouBXCRU5Zbd9jxtuder6n2hp8CQe10wQ080ghM3AdFs=,39,30,149,149,1,20170331,20170521,0
pItoDsF69sZ3MA8igVtuv8sMWAoLAq+h4Y0wIQbokvM=,41,30,99,99,1,20170325,20170425,0
qLxSBxUGeWBd9MGiaHYrFisF/vOUStqygL7JnH20HNQ=,41,30,99,99,1,20170320,20170420,0
qsscp4A63ir4GTqJJwS5pDXemJJeUp5Bzf3nvxm5PCE=,41,30,99,99,1,20170312,20170412,0
t9ey9MJcGJcDwoijf0rnxWyWrW2QzpSWMicGx2+FVmk=,36,30,180,180,1,20170317,20170416,0
tDHyZxBGpnQXg2a8hgNMKvmFINQKa6HHxJ6EspIqBfo=,38,30,149,149,0,20170306,20170405,0
tx7rvJT3GqocaaAbanP6muqMaHHliPhnMq7cS1Iub3Y=,33,30,149,149,1,20170331,20170430,0
u9W+AbNC0QQX2bImcu+cSFqBkmKHpA3Za4UhXFSf/0U=,30,30,149,149,1,20170311,20170410,0
v3PTJoH6b42eSqQgLuxOFkNRs7n2/wU85U75BM1nBjM=,41,30,129,129,1,20170310,20170411,0
xBpYAISRdbAxdlNpg8C76YY7QlXV0i/twh8LJfZnx3w=,41,30,149,149,1,20150518,20170826,0
xBpYAISRdbAxdlNpg8C76YY7QlXV0i/twh8LJfZnx3w=,41,30,149,149,1,20150618,20171026,0
xMw8NCSlF25910/qbADH0h6BilBmB59BUTUKa4quUdM=,41,30,149,149,1,20150517,20170516,0
xcIL8QvWUw0Z6hScWQ7k0b2t7Cx0glkJj0337fTLOt8=,39,30,149,149,1,20170331,20170524,0
xnQdGxjHkL+4Rii2cLBy8DYYUHNQ9mk+CTCiDNOf5nY=,41,30,149,149,1,20170321,20170421,0
yS0NoV0xaR3Nu2lIO4zEug3Myr3K8huDnURcGkfAUb4=,41,30,99,99,1,20170327,20170427,0
yi8Nqn2zsk70aXYcL3W/fTLtphdSb9rC9RyjO9ZJJps=,41,30,129,129,1,20150904,20171003,0
zJGBclR3PBmdWyROLL2mGyS9WMa2nvudyUbOn65CMt4=,41,30,99,99,1,20170331,20170430,0
zvd7zM+PYf+1zFH6OnXScHcLhaKZoXC4p342xYrOtTc=,37,30,149,149,1,20170318,20170417,0
+B700tt54uswdLkx/Nsu5HCHuOmIegiAfJ50H/CeVr8=,41,30,149,149,1,20170313,20170413,0
/FcOdXlQesYTFWdy/7iltzDHZPMAz8EKaiBvr69sQOw=,41,30,99,99,1,20170323,20170423,0
/MyAyslY7iVDCMPc2jsseQGBZY7MUJ1qaHdsRDn18uw=,30,30,149,149,1,20170324,20170423,0
/p6DS08BFwy+ez0nARhAe+Xt28HK/YM4YJeXhH9R294=,41,30,99,99,1,20170309,20170409,0
03Mzk54isInj4n4JnunrS5q7HHZdztgATGoJjiXsTJU=,41,30,149,149,1,20170319,20170419,0
0As8y5J464Eq1cyQMq+FwXE1fBHn0o3l2layZ102H20=,41,30,149,149,1,20170304,20170405,0
1CHQYHKGsKDlsH9pqEpgvia8ljuFhFYte9ICFWmdq0w=,34,30,149,149,1,20170331,20170430,0
1SG67+0FTO29611j8jEADycfyLYP82pITXlh2qZssqU=,41,30,99,99,1,20170319,20170419,0
1e40jyBOz1gA8/B4HVMaaXUxSJAoFWRACdihTvQBjOY=,39,30,149,149,1,20170331,20170522,0
2FCe6bz5XxmsxAVZ7tfeS7XVcPu9xfIiXu/H4yOJzn8=,32,90,298,298,0,20170319,20170620,0
3M9pMzz44aOH5d0GjnLjP1pa+2v5BWk5lU+86gYaj6o=,41,30,99,99,1,20170315,20170415,0
3rRi0bH3SM2Jhliwi8zBcg6YI3CxnJA5miG6+W9mybw=,41,30,99,99,1,20170331,20170430,0
46WqmqyL17TFLDtfiQ+au/8OsMowEuB7OaTSdGt+X3Y=,41,30,99,99,1,20170314,20170414,0
49wCLKiyYRzEDFapJ/UOkTANWYbKKo+wZlH04aKst2o=,34,30,149,149,1,20170331,20170430,0
4Z3m1Gx2IeLvJ1BnAdeqC750lV59djrzCbF+wisMEIQ=,39,30,149,149,1,20170331,20170522,0
5/c9CjK8XJoBIwyEkkGQKebp6p/7MjsCRsLDrDhdnEI=,41,30,99,99,1,20170331,20170430,0
5aL4gJYHE9b/Bl2d67K5RvfpUiuOs/v4qn/Ce6fQHsA=,32,180,536,536,0,20170308,20170906,0
5jnMRMnns3QYPybUZmwg7RgnRtn4XEUjl0KR6S9By2w=,37,30,149,149,1,20170315,20170314,1
5rXxge2gI4uVSkt6YocpwkD4uszHxm3MrstgjeQadwE=,39,30,149,149,1,20170228,20170408,0
6T8EaGFY1gx8B8l8DgnBPkCpOzfl+thNZcGHVoxTMkM=,41,30,99,99,1,20170327,20170427,0
6iJMtFaELgz0ZkuTreYqdNyOzyaknmAaBT7mRYInBHs=,36,30,180,180,0,20170301,20170430,0
7IE3X2yYEnv+MsKdawVMaVHSq5CfhFeiMjJdFmtogck=,41,30,149,149,1,20170303,20170404,0
836X4lQSKep36urGCsCFYBdAuqWDNf8X7nFCxD0rwLk=,39,30,149,149,1,20170228,20170419,0
8j9F2NkhUIsGweTq1PdSsSMqJXu4XYwQsFD0eyRHeFU=,41,30,99,99,1,20170304,20170404,0
8ndxVkb2tQnq6gGS4XEC7pdFXO9/ZfzuisxtukABG+8=,40,30,149,149,1,20170305,20170404,0
9YJgzMX/UgeFbhXNlq82ycIB/TpsgCMWcxatR8fofec=,41,30,100,100,1,20170320,20170419,0
B7Rn/sj698xzDmtsIWkj0ILFTLcS9Xn7wn+zU8S89NA=,23,30,134,134,1,20170331,20170430,0
CgIGPP5d1hyqINwq/wfLo5BnNlCmeuQRHtmSS3qBDzQ=,20,200,930,930,0,20170227,20171003,0
EWqlTbH8J1DZZoiTh2eqfN5PtxPNvfEwWRcc8c/QqgU=,38,30,149,149,0,20170328,20170429,0
EgwhfAq+1TpUUEmITFERhTELnzB020UrYHhijrA5drE=,41,30,99,99,1,20170307,20170407,0
EvyhscHp/oXODr7UTZoHpaNfEldwsccyaruyH+Q4Oww=,41,30,149,149,1,20150820,20180219,0
ExrbY9f9ETYTvLuwb+gDX8uFWxklj/blWLP0j7hiN1I=,41,30,149,149,1,20170306,20170406,0
H3IU5BZ7E1/9AkJdNrqv2s+MRVZEKSeRk2kgvTCNcnM=,41,30,99,99,1,20170322,20170423,0
HY3TQvaDYdWuKpoFe/fOGjWu9KimbYjsXUMMcsCmdeY=,41,30,149,149,1,20150522,20180522,0
HgEhj8FqVncCbgmy2a1yGycM5mdlqN0DSQy2uKn35Uo=,41,30,99,99,1,20170305,20170405,0
IALeAHLE8/ddlQ3aEM6QILmj4/cL7rgm/1CrzAz75Ks=,41,30,99,99,1,20170331,20170430,0
IjPwBZYSZIchIVzfSD6F8s5KOiR97cqMBW4rVMC0EhY=,31,30,149,149,1,20170331,20170502,0
JLyd0ddmeRsu5kSBIeqbFJhlz1ujAL4FbgzEns+hIaQ=,33,30,149,149,1,20170331,20170430,0
JQFLREnIjrZ97uteSqf8BUPO/G3+09n9d4joKScQf2U=,41,30,149,149,1,20150706,20181102,0
JiA6XO99GyU8kLgyz4uTGIU2PSIdwgxRDriuFaGyaI8=,36,30,180,180,0,20170327,20170426,0
Jl6s2OJUsx/e8MEE5AKM/BS6jO0K562hBJuM9C4QC6A=,41,30,99,99,1,20170316,20170416,0
K0oDZd7GJw2z6redveCGkGmDFzwoMCZWitvur7ld2ag=,41,30,99,99,1,20170307,20170407,0
KV3xXNzcvYL8ibyxJIa1cBR77H4q50/5pzTL3RXJsuA=,34,30,149,149,1,20170331,20170506,0
NN0KTJ9GKOoPNyk3/8xJYawlOWAGZuBSBJ3DNEQe5XI=,37,30,149,149,1,20170309,20170409,0
NPz9EE7ZcSoyxm2RrMjY+mkG6CfDFyDWsJMD0XWYG/c=,41,30,99,99,1,20170331,20170430,0
NnBVDe+omFLjR2cnCvRkJx4h5SK0N5DmvhUaCZao2iM=,41,30,149,149,1,20151119,20170415,0
O3Jg0ve7gXb5Bm33v/JKYrzBRZHJPc96UO+13Dk8xxA=,41,30,99,99,1,20170331,20170430,0
PkbpwDNVOGR94PgC0lFZb5h9JbPrS2Feff+X1gRDOv0=,40,30,149,149,1,20170328,20170427,0
QevhPV/LD/s2YJtXdrL3KrXIvsSPPjX7HYSpd0hmOdk=,41,30,99,99,1,20170308,20170408,0
S/aOzXEu+SMrwSa9yysqC9tcUAvO/pVn2MTAjYoFv9k=,40,30,149,149,1,20170306,20170406,0
SQNSkWrv/oxICZHsUL2eTV1fiwqTqQ7j+u6AbeJmxTQ=,39,30,149,149,1,20170331,20170506,0
SfiBqgqVmhcPD6KQ+SE6c81IVaw68zhg/NUVmbrlTwg=,14,30,149,149,1,20170331,20170527,0
UE4Y8hzxh80VD1Bs3ndtKK1k8QWzq/VtD6pivpqEOxA=,41,30,99,99,1,20170306,20170406,0
UL6KIURH0ve9v9bSmIkHMTPaZDDvwzuHS2M6d6zVg3Y=,34,30,149,149,1,20170331,20170430,0
VUl1b2bv3pL5JIubNBCxzh7VrmmsGkVFy9czUDa9u38=,39,30,149,149,1,20170331,20170526,0
Wm9Ygq4sASyXSAk6aNH4z2z6vcexkJmqWZjSS17MO9k=,41,30,149,149,1,20170319,20170421,0
XZFDwAy6p7fe6Ods+kotYU6ZlyxeyogBlqXzuLpbE7E=,41,30,129,129,1,20170331,20170430,0
Z9ehgN2SErtM64bXaYGUU851yhksM5rOh4x6WLJkRJY=,41,30,149,149,1,20170310,20170410,0
ZlTSIXSSzO1z9U7/pEHQyCgD2ZNjp9Q1JLsmVdAMYkw=,41,30,129,129,1,20170315,20170418,0
aHiY6l1XydznhOLc63XAFzAgIwx64aAviH/NEWa0Pqk=,39,30,149,149,1,20170331,20170509,0
ayRlqebQ9o1TR5qdrWfCqQ8uskS68mGq76Q8gMixexk=,40,30,149,149,1,20170301,20170503,0
bsEQ3HpWKTWWkjkcKGHCU1WJcamPlV34fLJANRdLeqk=,40,30,149,149,1,20170325,20170430,0
cX+suF9f2nn79GuJnX2JARRYdaDKdHqLxr0Hm7LGRfo=,41,30,99,99,1,20170303,20170403,0
dmTDovGPDRKu05NXVlhxBXUaoE8cYO+tIxEZFFWxi/A=,39,30,149,149,1,20170228,20170424,0
e7JUX/H0oApQ9lv+j1b/hjTBP3Vk0K/YCLPJguRGOD0=,39,30,149,149,1,20170331,20170515,0
eifZYUaVZ44HoQBElGd5c9O8CVvlDACLf26BYyjFRN4=,41,30,99,99,1,20170310,20170410,0
fhF5xfHHrmb11sRbjHxs0TLYLzcQy5VBdqioAQ3nWhA=,41,30,99,99,1,20170309,20170511,0
fmP5fCFYuPxVr7a+CyM2mcVWzMhlyneJeZfDPNj5880=,41,30,99,99,1,20170322,20170422,0
gAklOtxqSyYbaTVlJrFWF2F1ff75kCKzXh4cjtjd100=,41,30,99,99,1,20170312,20170413,0
gtf2S5qXm9Gb1GFBBAuqIcww55d/u53l6sUECLbVcSk=,41,30,99,99,1,20170323,20170423,0
h0I3ctkTPMbRyDLbLKGNzAsNGSNkNgzbKUiu9Hn/uO0=,36,30,180,180,1,20170301,20170331,0
jnNWelx1kVHiFK9N5ba2cyrQNQQ8ZzulOkHFDL2s0lU=,32,180,536,536,0,20170325,20170928,0
k7nj4DPSqdtQdcqatQP5n7yO36QB7ZYAXXQ8mokDqos=,23,30,149,149,1,20170331,20170502,0
kOq5MVoe0Nnq0sQldkPMK7+Nm/euTC0s2GhR/1MXHeo=,41,30,99,99,1,20170315,20170415,0
kw0Dh+jXRzZqMaReeUK7K8+w0BrJjRinNFLLCaPXE4c=,39,30,149,149,1,20170228,20170405,0
lQrSC3P2J4F1t1UF8pRKbddfg70A4z4lxPdERtFskJw=,16,30,149,149,1,20170301,20170331,0
m8YW+UPTUYPS1bnPvhSxFOyHeMrg2w2KTJ+faqd5SLI=,41,30,129,129,1,20170318,20170419,0
oodIUkq+wccIXwqWzKNQhbaBcJ/AM/sYYYOYsOsmwBE=,34,30,149,149,1,20170331,20170430,0
pHlC19wrH48WP29DzHNiojXcDrNmOVWbWGR/qdbS/vg=,33,30,149,149,1,20170331,20170430,0
qWoZophPjkGklEtuDu9FqiiJMvSfrT6ko7eEwPnDxQQ=,41,30,99,99,1,20170308,20170308,1
rLrsJLljAtPeHa5WpTNU4Qcx0TllonCJqFLqZyTuNC4=,41,30,149,149,1,20151012,20170714,0
rPsemJeHn0dkXesSAot088UuO3GiJU92VviJ87jD6no=,41,30,99,99,1,20170331,20170430,0
riE8SP1PrXU+3R/fZdV8BGzDOsXhl4hyADsPv7pJnmM=,30,30,149,149,1,20170323,20170422,0
sQ3JS9SgAvczWi3kbFvN0KWV3wzQm3y/qqWrLhhtPUM=,41,30,149,149,1,20151213,20170625,0
sUCkzHA/lOFGHo2nK3FQDgfwTkWFs8miSR11lyf0+3g=,38,30,149,149,0,20170305,20170408,0
tB3a1cfgUmXRQFvHMNZ3Wtc4H7it4S4iQhG4/Q4UeNY=,41,30,149,149,1,20170315,20170416,0
tdhrE84rP5EItQ570iQk66xjzeTogoFvXgjfIEuoruo=,41,30,99,99,1,20170306,20170406,0
u6at0nWGySveTdhBJ0sjXmBH0UvHCxHTWE7nAUNHAgc=,41,30,149,149,1,20170327,20170427,0
uZEZlon2ELcRW4Rnpii9DI4CKdJF5mAS/QNAhQDcgdw=,36,30,180,180,1,20170306,20170405,0
vG5GI6giQTSUGnd7aeDtUTy9bcsuFpf/qgTEre1IHkQ=,36,30,180,180,1,20170325,20170424,0
vVN6H7SJ7xNz6RFbnAhxLt2VCUmbTKNJOSZrZRZ072k=,41,30,99,99,1,20170319,20170419,0
vVu66w8KxfNJMDDXibYrcNsdqXPPxRyVLNUYqQcstag=,41,30,149,149,1,20170321,20170421,0
x1GURRlgL817OgP/mu+C2GAY9mHV9jQU/MJT4Dg6UXo=,41,30,99,99,1,20170327,20170427,0
xPp1wqZtSX648/W5cauxa5XMB6540h53Lewy3dq08ME=,41,30,99,99,1,20170301,20170402,0
xo+2dIy8tMdGkdyJfBWEqNNkzZDvBc41UX8+fdugSLs=,41,30,99,99,1,20170320,20170420,0
zgVlI8az5p2FxbQ4RCY2GMFfqXuBCLnHq0dkNFPTbYk=,36,30,180,180,1,20170328,20170331,1
+GS517BAhDaRiCm9SpvmLLnG5h96jctpf5WJDyuBIWs=,41,30,99,99,1,20170321,20170421,0
/1xzWPJ7R+TC4AjuuJ1EGifYtCl3G2yk/q79r3Q30YQ=,40,30,149,149,1,20170304,20170405,0
/Uj4Juv87E7JtAfcLSX0foewhbtve9TX4zM6rGdX90M=,37,30,149,149,1,20170325,20170529,0
/nrZKdJduV+BcX7X6IuNihtB5rbF093npvFr0EkRjO4=,41,30,149,149,1,20170307,20170407,0
0W8oKz/plFeKy8qCuPeSXy0flBC3PIeSUTr8qq15r6U=,38,30,149,149,0,20170325,20170424,0
0u5qPLoUoXf491PZAbqCf5/1U+aDjGREJ5+/zyzjPHo=,41,30,129,129,1,20170323,20170424,0
16+QkTePd2AQfUWcKAbSYka06x0UP66njrZq0Nrekiw=,37,30,149,149,1,20170226,20170402,0
1P1phq/xwCO1ALkoyfsaftfZWjGSEgbU8y+gi3k10IY=,36,30,180,180,1,20170305,20170404,0
23pTps+uwQ4jQSJjV4T6dv0AR9VxdeXqjNADoSqzGSs=,41,30,99,99,1,20170210,20170528,0
3IKfOFko9IoaL5qeAuMoH6R7aC9v0HsaQrTITmfN1MM=,38,30,149,149,0,20170313,20170412,0
3RUJoXi/bABg2PwA+ucjTYCC2JYExAjNotBJ7df7Iyc=,41,30,99,99,1,20170331,20170430,0
3XQuOINePCet8UBLNKpREv3PsSk46jdwymwPKak1G20=,41,30,99,99,1,20170331,20170430,0
3xaUrVE1kyJq8ZHaNQYBUpXFsPhGR4vnB1rBKIMJ0B0=,32,195,894,894,0,20170309,20170929,0
48P8ZNFuKKu2qvc9yIVxJMjTyyNsSvcBuX57JTaVEAc=,37,30,149,149,1,20170319,20170418,0
4KKmuo+QWfFd8BsoWU32gZgSSDGVB5dlHYaR+0IKMxs=,41,30,99,99,1,20170305,20170405,0
4hOpITwrERX5a7RKNTIoOpN0D/NCbyO1I2KcJxXCbCk=,30,30,129,129,1,20170306,20170405,0
4oU4OYtEyNL3ZwAj4t9uwRNyuzA2Xiq/MjLzaMGLT30=,41,30,99,99,1,20170217,20170422,0
5v0ZdmU2RgK9UztWCuL+NREnoCGakwCyBBnRwttaTcs=,41,30,99,99,1,20170302,20170402,0
6+IbLkQXIdZJ6742A9ZZhGx8uFuLliZodQMMzTxWhHI=,41,30,99,99,1,20170321,20170421,0
64Xx6Qo7wWFlz4IlmCq+RqyAMmfjL6O4N1QymI4zL34=,41,30,129,129,1,20170308,20170412,0
6bTabsBDKicO9Eo8c8U4mlj0dpHvP5rH4etmChpfkqo=,41,30,149,149,1,20170307,20170407,0
71XCFXkI4LXqcqMGK+mEuYkxjp8lHol1JFRA4jsR3fg=,38,30,149,149,0,20170330,20170429,0
7SfnLWNEaDDHcixoFjuPqBZ/SaGmZlARO2z1+0a1G1E=,40,30,149,149,1,20170328,20170427,0
9q2RAOzF+nlfDlrtpsuddcW9pEdBacDBajiPDDikpko=,41,30,99,99,1,20170307,20170407,0
9yWnuazS9s9r7paChY9I+oUYiX3kB2qwqJ6i2IKRyzA=,41,30,149,149,1,20150923,20170825,1
AjdXFkvxt+W3P43wF4nj2O0QeL/iBwfQSWSGwUw7/mI=,40,30,149,149,1,20170301,20170406,0
Bklp3q/mL4bf5i1StwWR2jxKZB6Szk6/YTVraQKHe4g=,41,30,149,149,1,20170324,20170424,0
BwT7Ea09qZ7IDLl/xk8w1kX73tGeoCV61KZ0cLY+5JM=,40,30,149,149,1,20170306,20170405,0
CLaDDxXfS63OfHHK7FcQ+eKYZPFq0cgp954C6nCIJa0=,41,30,149,149,1,20170323,20170424,0
CV8OHqxnLlISzU7Y9tPadmBFfODZfO06hYGHbiV58Pg=,41,30,99,99,1,20170321,20170421,0
CmPle0y3wJPVBmHnDKZsAG8r2jCur63E2xdI5aRKR7A=,41,30,99,99,1,20170320,20170420,0
DN1XA7tFiv7Mc8dQ5Xh0fYeJkXoEPtKFIAB7FmlsTZs=,41,30,149,149,1,20170311,20170411,0
ENKvEbwtYuRdSURGSj/xFrjEMriZPaduIUy6JkjlV78=,30,30,100,100,1,20170322,20170421,0
ETL1+xl3ioRuJcio+7aYFbIntg8hnlOM0ht+xOcm15k=,28,70,350,350,0,20170221,20170531,0
ErSoSLgL2kC6YMwUhXaZdg7z2x6voomrPJ4umzIuxtg=,41,30,99,99,1,20170331,20170430,0
GZPvFGY/d/cbysPrzy2YuWfKkr/pztqPAV+q9KGTdJI=,41,30,99,99,1,20170331,20170430,0
GhsB7mZ0lNO8bkw+IFVkGWUVXJetQ/QegvbTHF8vKUc=,41,30,99,99,1,20170311,20170411,0
HNkjeXCfj4TFrAzdvgG1w2IybC3id3BM9rQtgxCc5nU=,41,30,99,99,1,20170320,20170420,0
Hso9jux+ST4W+mpKoBvaeyZRXQJWd0tXsp3xjCsHko8=,31,30,149,149,1,20170331,20170430,0
I5CdsaYpPvwnW7a4iWyZQFUO09/CPzdMdW6BjS7FPHU=,41,30,99,99,1,20170316,20170416,0
IHDpe8nBgZwU6113d6iGGjOQNNO0wsSsIXPMiNLiXUE=,41,30,129,129,1,20170307,20170728,0
IwqBOjfMyTT2kh5BYcdKg2b6bbywTZLZ0O0vfqAkZ04=,41,30,99,99,1,20170327,20170427,0
JDK9xQ84EHGaQtOJa2CRLikaVGSgb/RjTdFF9a+qPec=,37,30,149,149,1,20170319,20170418,0
Ja7qBuUEd7jlFdmiaYQ0+sC4Spe4f6iR85wg6XVObnY=,39,30,149,149,1,20170331,20170430,0
KZqKBW+Slae4aYD+UWTaXW5CC7pQ4KtfACw+5qPranY=,41,30,99,99,1,20170306,20170406,0
LZd3RYxRbK/hX7pWTxoVHGcwqg+jrmjGWM+Qdpu7YKs=,36,30,180,180,1,20170307,20170406,0
Lqv3+3aPJDrJxL4L3jV/6ee8fSfv7yBq/Hi6gEaIvE8=,41,30,99,99,1,20170325,20170425,0
Lz2QTEY+7UWdT+Gwfa65oMZfG7+grGr+rg0XYq+HK8s=,40,30,149,149,1,20170303,20170402,0
Mb3jo3U6Y1Par1HNoiq7u9Afp3Q/dREhq37DL4Vpx30=,31,30,149,149,1,20170331,20170430,0
N3MF+u9vudii1tqI/lEA42sldJMU4y2laDrmLipF6fY=,40,30,149,149,1,20170324,20170424,0
NlQ79SkAhA7R5dSxraDP4rM7SeGtRIx7FZZjR72pCkY=,36,30,180,180,1,20170301,20170331,0
NzxGnF7q+U7hClJvg2KunBlX0D4kYNXPyDKlLR6N9xg=,41,30,149,149,1,20150611,20170918,0
OR+IjWiuyhhmKumRiYQI7xYJc7ALSgu4xHM/u+++kGs=,39,30,149,149,1,20170331,20170505,0
PCZ4ZzWibdTB47iuivpWAVB6bPGO7OOVrrxY63u5ejw=,41,30,149,149,1,20170305,20170405,0
QJTsWJKhxhNacMY4yUabTdgMg0LUb+f4wIq4qy7+OVI=,41,30,99,99,1,20170309,20170409,0
QcD6QlVhmxb0UnCuGlfoM/Gi13uMfDB36Aj6zv3Okk8=,41,30,99,99,1,20170326,20170426,0
QhIB66TvkKuTh3GJSgQofd7/HoJaRTFLB++bjncS9b0=,36,30,180,180,1,20170319,20170517,0
RfknJs9tlBv5ZghR9VEKI3UhpbhX0Uys9B5fDkm0pAA=,38,30,149,149,0,20170328,20170427,0
