msno,city,bd,gender,registered_via,registration_init_time
UcBuhyxnvKLT+sKb2SwiBfk+DdCLOrYl5i4VfTKu7v8=,1,0,,7,20160607
/m3dAw7bwfDnP1cCCa/2W+5vjfaDOwO7hIRtlac4DDs=,1,0,,7,20160615
HgTUO/lKRNwXMGwVq5mwzM3BrF9k/JHHAk6HK2hstX4=,1,0,,7,20100504
piJFYXKAfkOwOMT6YLAfunjJrL+VR0RsVahQdRewKX4=,1,0,,7,20170204
WkDIDQ8yjAKX3XVNJ8A3GBbt9+EjPsW6PB/RKc5IHgU=,1,0,,4,20170206
zXtJgiFzsQplCLRA0VWCaCAKg9oqntSW9mnoTmB7cHs=,1,0,,7,20170328
1U7A+0vwyZDUZIyI64kQMNXsHPlhxEiUlDGgjaEM2ew=,4,28,male,3,20140917
fCUlLQm2oJR1dfWaTegpt9KNuYhbqB72G1C6K8CZk2o=,12,0,,9,20140919
SvucXxu1l7kcVSEKXUCB5jNqTa9usxBIYg3p5YaDc1k=,1,0,,7,20160718
OCtLJV6jzhWHYSt+VQD2J+p/jfIu/PhWoa41YhTvve4=,22,15,female,3,20160729
uHC/cZK+BFxTxGN0/0mFAvFQSb8JtL53Ph4r11ochs8=,14,25,male,9,20150412
WnHtak69Ybjcn3pLwGyz+BwuWIKKzC2m7FTSu1DQsMo=,1,0,,7,20140916
db1EENyj9V7nuRMRShwTHYh6wJ0oWM+zDPc+jpZUpI4=,4,19,male,7,20141011
3ly4lv2KKMX1KXXSl/VbMLG8WheZqTvqCI++q+mEzIM=,5,42,female,9,20160719
yNxeBxxsuKaLja45C0mTW6deLVJojrbTKgtCIBac194=,1,0,,9,20150826
/oL3PTyl9zNKLM5wDA1S3zXi4+YzmPpAL1te4dTvKbs=,1,0,,7,20160625
2dLo53leH/aNtnZDpa7FsVz5FPKfkAavhDmSu0XQDNs=,5,39,female,7,20160627
YT0qNpp1Kp2yt38i5Zkd9jiE6b/Branwd0luxWrCUNg=,13,0,,4,20160707
2cTFa84pBnRbERg0d6qu/tPAKjOI89dL6usQQm2kAgo=,6,23,male,4,20161111
awKic4TuAtQc/EEO8NEYwKcyLX+8K32E35ZF9hgWS8Q=,1,0,,7,20161217
52C8fcLOCpvO6mX3yeVXsbUMLUomSDMAlaJrr9juGVQ=,15,46,male,9,20070830
y52AiRhKPdqdfTAyV5IrXhkQ+Zw6K8Vq9XIFnfv/LUE=,12,26,female,9,20071008
aMTt5QHAvWlzai8fC/oCAEHsLT+6tNFERHcB8yfdWTg=,5,22,male,7,20131206
qkfEz6gCHYPWSiIm7I9Laljbzq0VgHIxDn1E7yXYRR8=,1,0,,7,20131207
nBuuPdyaIN3psdXAkHYGy/n8RGwP+yn42PEaaz+7jwo=,1,0,,7,20131224
7nyLm6LwrV6ycXc9X49Ojmb6n6f6ynikfmwJ5o9bczM=,7,29,female,3,20131229
MOWAAF65dWflmYgBWo3h5XHkB2u6hHD8yBnX3FAnXAo=,13,0,,9,20140118
R4faguYPIPn1e+PmC6M3kQGwg3NUi6vz7wumaok4yhM=,4,31,female,3,20140111
xH4e4Dy2g5ZKEf6tzPVdWt73felBR3H0sn0tr/QeQBk=,13,26,male,3,20140131
xPp1wqZtSX648/W5cauxa5XMB6540h53Lewy3dq08ME=,1,0,,7,20120122
pQSDK3Zm2vF8gf645clb7Nzc0EuUamLiS7/+mEd15dE=,12,0,,7,20150501
EI4yDKUSiYezf9r0VPY7K+LgmWQzk8G6A+tKp7/uuLQ=,1,0,,7,20130512
2nYqUk3hrdNm2p0FTNB3WL6nGPssfThXCqsTpPy8dY8=,11,28,male,3,20130531
ggroQRiS/KQQ1lHC9eC9zrXs6ElHT670noPHAK3B/Zc=,9,0,,3,20130630
x78YF7sB28MUA2N7TLLVzSo0xRp1PGA4RWdEAAKsHjs=,13,28,male,9,20100502
jgsZJy0+DgvKrQRwR4icxh+weXM/bl7Gsu/jNpu4Zos=,1,0,,7,20100625
wY2dwGBLBf1qA/Dc88feCzs7qQ1Y7XdG+brvVyx8UNE=,15,19,female,9,20150622
Ur6Q2tOnPu/ixAuBn8V/CYRZB/38FyjwtrXOe994TZ0=,1,0,,7,20150815
kr/af/QO0h6pfQMT6m/tey2EA3uZS2XHS6M/yeIWVGA=,1,0,,7,20150816
ic7eg+KY6TM1DNjZUdnOZEQdoD3ODatqlTMo0KzTi34=,1,0,,7,20150827
Z29Ei0N2zY/I7OvJnu1hqgomflHg05b2J5SXHItDV18=,16,27,male,3,20150227
mw1K7A5a3X1mWTDO539PtW7KPhian2/ZyDBzq33TVmo=,1,0,,9,20151201
ikaen1Kt12oXA0ub6t9Vf3ydDFYx96dGVH4Yk6eX+Gc=,1,0,,7,20150914
LrYfUxJDY/gOzv5rpfTR/RA3J7ZoUEyTbrWtOsFJrZ4=,1,0,,7,20151003
pH8avaLpatYz/ppJtHLNhxF4SpOOFUXn2Tw5z3kU95U=,1,0,,7,20100924
sk7l9UuADIPA7ottyJB4dtS06LQCxLXV8Gki5nGRWUQ=,14,33,female,7,20101027
NcRYdFmcELPQyqTyOjn1/FWvjc0O2g17fJHAMaZUjNc=,1,0,,7,20101126
4PxfKKIng7ieQT4691SmKNXA13WrJsd5hPEyMg4Eai8=,4,46,male,3,20161231
JlCIxHjf4Up/FqceL9ghEQoUIfNm928aIqkL5iB5Jto=,1,0,,7,20160821
0OcHnhJ6OAqCmbpRLWQxhum7Bxaoph1TO4nBUC2bL28=,1,0,,7,20140225
HQKP5PID6xx7pPfIUGBWKfOBEhwhP1y54WOdpfO0pQw=,1,0,,7,20140306
ErrcgSjBuviwqIo1yrg42eJDne4tXe2ZUtyiT4BxtyE=,1,0,,7,20140322
G8/gCSGKWq3cPAkEqmiQDU2082Pe3r+gqXEM/lHKekA=,1,0,,7,20141010
90Ui2B6H8qiFWb6hDUYJCQs9kuAXR7A+JLPIe+nj/74=,1,0,,7,20160723
+DDHdrnPw3esk+L9NlwOUl84o2g9kZ3jr/X2YIPGAQY=,1,0,,7,20160810
CdUDz0PJtND6hU1DQXB0bj0Uq1BRaU/8KVRufQ+LYn0=,15,38,male,3,20120422
PvT+GoU1hXUEJwekiF1w2ewEs7GT/PdncTcpYoUCdDQ=,6,21,female,7,20160116
fcx57RRtW/hvTUtSKEeSJZOXXWtzCqWUUeS5ifWGS6o=,1,0,,7,20131205
R7ORwfAVmQhkKa2cJUS+4baD9CRt+BnFpUfWnA5ygks=,3,20,male,9,20140121
sbnorlr6oj7D3+o+iv4cTkECoD/5pOmZL5+sprL6da8=,1,0,,7,20120216
BBELVC0Y1SSoy69aV2DnPtXe50p/ug7G0TixEZJT23Y=,1,0,,7,20120407
EpUcuhBy0JdAG3sqfZYY9fmRdYrvQPSQvD8KiXVB7RQ=,13,26,female,9,20120517
AuAGmGMJcerBF+KbhtxS5XyBeogq+17xTf9+9W+9Nv4=,21,33,male,3,20120807
pS1X5XteRxguJ1FUL7N6anZFar4yGtzSw5W+Khmbewo=,13,17,male,3,20120813
ZdQ4w/MNICx+nLjTiFP2Hqj2PiRgi8IyOAt5spqRNO4=,1,0,,7,20160731
MDLoLQFSaPJLtdQGFIxVnnB6ksFq0Bg05gK2Dlv6Mpo=,13,43,female,9,20110131
6ChUb7Brr1aYI97Lh0EnXgUguIONeEm9c65Frc+2TQI=,13,43,male,9,20110213
c64ABtOt2vrCJEJQIcSjPB6ow54MtCJAyC1HhEycEIE=,1,0,,7,20110216
g4Lvk+IaP2IS7/Olyd/BJIFjV5tVbLEn5fp4esoueEI=,1,0,,4,20160803
Eh/qIIVmoAMJ7CRAZFo+F5nziZ4o35yLVTnxzhBe490=,4,23,female,7,20160817
TDMZ4bX+CGpXUTbHuL9+897Ib8NqQR8l1nLXyh5QRDA=,1,0,,7,20160905
oBoSd2nZBTLdItbYg2yvz+8sjwxWlyOzGssozPFDK/U=,4,37,male,4,20160915
/IUMS/XZwZA2P6qdebGhr+f+dMxFwc4ka32jQ+pPBA4=,1,0,,7,20131009
T811at1VYDh/KD+SCVUIXfRK0lylSyrM7AMlc9agecc=,1,0,,7,20131023
dXI68+pKp3aAbP0Mp0qaCM8Vf2HuJnmoPPKmY75H6ts=,15,32,female,9,20080131
EHt9WoA+n8zjJgMLFk7FnnSIK2ciLCLCFUHGLT3NfPo=,1,0,,7,20160623
++1GCIyXZO7834NjDKmcK1lBVLQi9PsN6sOC7wfW+8g=,1,0,,7,20160705
V1/bDPnVZtBMlMfR8PSmmlDI+y6Bkb9vkMyV18QrDjQ=,1,0,,4,20161107
Uqcc0sla9b2aGPufpcLN/jCdw4QC+tHscp4VsNYCwdY=,1,0,,7,20160112
7E6gHavKCm/LthTmUskGdHSegR5uMQOo/EauAMtJYCw=,1,0,,7,20160112
ptq1zl4P9YNqBSWm/XV2Epn0kVY0anuunrLcjxh/5Pw=,1,0,,7,20110802
KGWlauLRgp2906YgfJIRg2ZjL0egfSVW61HmWx/oezE=,5,30,female,7,20110805
n4dU80RNCZ1mG7DrrTPss99whSkkYTmlHlGyPpsbOl8=,13,0,female,9,20050128
wvqOwlW+Cmoc0cdksY1jvEvOei5dTEAn6Zd6b+s7aBA=,5,0,male,9,20051024
iCX6gpbvHA+38sr0bBCQ2bJ7K81WSMcw6qBqPSaZ5Rg=,1,0,,7,20161115
eanrgKRD1jqNhv06OjTHRdlI+LPu+TfekOOzUeKcc0A=,1,0,,7,20161019
xsQyhuJgAZA1k9oVPnVPSB/FMRZdjnuQIcvg2TLNmi0=,1,0,,4,20161024
vG5GI6giQTSUGnd7aeDtUTy9bcsuFpf/qgTEre1IHkQ=,13,36,male,9,20140509
T7bC6tOA2VnGoq7fnzAzyha6v6TINUifI5DansWW1/s=,22,23,female,9,20140520
55OJQCOFW0N5i08TmNn7ASnjW7KAlRYSa8C7xSdPiLc=,15,32,male,3,20130826
25xGzZM7FSaV/PwYNcuLYMCVADP25bsI6ohP3xWOoTI=,1,0,,7,20130908
kCRfdmBCkxMIU3nhifHk3p321LwNslEjD1zo87zSe9g=,1,0,,7,20130923
0kriMe1ZlQJUtNmnrVFBNK5iytZ8c2SxTBV/ysCErGU=,5,52,female,3,20121005
xJxZ27scvL1NOfiUIVrwV4NhsTrTiGxeCo+j3drcyj4=,13,52,female,9,20060225
EiG564aNtSeXy7iNhJN/UV/XukFyHUIriMOVwKziwxs=,1,0,,7,20160105
kt+eL7mA8Kx9gTB+xJS/EFe+oIuUHSiQuKgyAPAOsUQ=,1,0,,7,20160116
XKofoeR58vnx/OvaRoHcTS0vTnQaPN4E+hiiA0dKbWw=,1,0,,7,20160116
rlOMolYIWtKiFnvDZPMPGD3SYqNvNEjK4A6q+XMyH8Q=,1,0,,7,20161012
f/XxsmTwUPNFTTYzjeW/Zj6zGf7Ned+6Krn21fijA+s=,18,22,female,3,20150510
NtKUdsBbRuUHvyP75c9mwx/5MgnHKLOEvMLtW2gTcjA=,6,24,male,3,20130303
mPLk1c8ZHlZsGSn3tJ7ocNoIijLn/2oeGKJtnnI7BA0=,1,0,,7,20130413
ohfysANid2UqN+zTwkSPt1M0glKNgtMssl/IVt4q+a4=,1,0,,7,20140601
ow1rzYObuqO0VeJBDP8X16EHIglYoShYv6el1mWsm04=,1,0,,7,20161219
uy0fHS00DWPRnPQjC1ATk4KV/O0upNa3DDTaRUuiuQc=,1,0,,13,20170103
xUP3Igu7WD3xlMtJMrh/ng2oRg4wrmyuCy4JtG3nWtE=,1,0,,9,20161214
y/8dUVSBrEGckzHXAqM9OuJbhYwvrg2rEWdgMU9LzSk=,1,0,,7,20150124
O1ghacmIOGeZ6Bx5ragUvFpgtAdBgQb9otLXQAutQ2I=,4,18,male,7,20160129
97n1pBt8f7MED7VRQaikQuSbWudAeStmuUWnH4B8Zf4=,1,0,,7,20160205
8FT6aDFhcn0/QoCvqjza3LpJ8fKTISQvULKBSsVtS+M=,1,0,,7,20160227
/iGUAUDr7ciurPrxAfgITcU2p5Ov752p5b+L0S7Gou8=,1,0,,7,20110504
Gydq6giwQNblEfQ17L17g9QDYn1qy36ZxRcJt9SOaVg=,22,18,male,3,20111214
S/CuuJgxoICfAm4kywK8zYX5Ib/h1dvXfQytrd1l3GM=,1,0,,7,20111222
ltPnjJV0i6yqVXOkyafdObDEeHq8o//ffxxtGml5TdE=,1,0,,7,20160909
vfBqcm3O1e76KyWmyYSBVfwlu5NeEsqA8o5vBfxKFf8=,1,0,,7,20160919
6I71ejO/F9prbJiSDhBuDQLBsTIFRj2liBiq1hHq3Kg=,1,0,,7,20151218
wqh6jlPWa+aE5aflPPdpZRGd0CzCwEtLDuABfl5dzjg=,9,31,male,9,20080818
eKarNfUxZjKfqIbAeuI54hYco326z7y1u9m5nFZfe8M=,13,39,male,9,20100711
nyRwAjJ3HVaE0CR9Nj4OwYLtd7OWujCXFEgbAliNwkw=,5,40,female,7,20100716
1z8pH1kDr0c0SFGqrQ66TjVS4wfIriP+tp9/eND2YFQ=,1,0,,7,20100808
oMqLvsrhhs34y215AVucWkDlmwG+ZbKa1INQRVnFBJ8=,1,0,,7,20101013
nt8+jRXH9SFZBoaXHVIn7Noo4MG23JWMfwXOa9A8pB0=,15,36,male,9,20150219
VTUo5eashcki+pYcw0emy1h1TYlF4dtt0OBx4z2FdGA=,1,0,,7,20141006
gA+gAVixJzB2xOjUE2qUMXg4KXOMAPcbnd1cESWkUlc=,1,0,,7,20111120
UkGcfWVBmscfJcbVM1AmcLKoiwgD8e0Berk0RTM6dJA=,1,0,,7,20111218
fHRkDvoHmLtygXADXgVOU5XibgwqEEmihsQ+YcvxKlg=,14,19,male,3,20111221
wrN7b4zMrw9BwSMBK6F1Y13gMSIz1oIrTuqS53LKCZY=,1,0,,7,20160707
ukn07EWx/1ZE8hhgBS124Zx3SLJZ3Lpu286GQTlieIU=,4,0,,4,20151008
ismam7Cw8QnLBIF6tK7ohYiyJGSiYI4+M9SYPgu/09w=,1,0,,7,20151008
SFwtTN+rtvudNAUrgbsvN6aUbmahdrdg55eo49PIC84=,11,28,female,9,20110912
Cqlfa2OQWdpM71WbjYmT5uTymvRODOaafKaZVjYlEgo=,1,0,,7,20110926
nQttFKxqnSyjHapOB1LXn5+Ai/JslwUGZi1LlsiUwbo=,4,22,male,9,20111007
9kxVauxH4sVw9cXx0V5yIsUpQYEQBp1zDnXhI67dEII=,22,28,female,7,20160701
99WXxVRoHhbjhC8SeqMZl7sxckckOdN8SI1f0J8afu4=,1,0,,7,20160702
aAi8+zxJ+o9lH2tTC3ODQknzsqXQ7wuAupdbRwVBqu8=,4,38,female,9,20160706
kyDZNirkEzmz2H0E4wp60jJscvnFFe+HBTVWMzsQ32k=,4,27,male,9,20081030
HnqXjB1kMXhWMG59FgtXMq5gOY5YWwZAJGIcJPoexYg=,1,0,,7,20160527
iFc6wz1eP20PJONGcPxw6ZJ/pg/Y9shu6qQ2qaKOwCA=,1,0,,7,20160603
k5Vh0J7QJqZptAyGjnVrG5IrwqGTxUIBGVID8rF6hMg=,1,0,,7,20111229
te6ZVvMfNSDS7g50uCMbjwhQuFt/aKVV3qAB/bUw+CI=,22,35,female,7,20120105
iyxG0EYaJXzQmMb2g6WGnHsMqmPHe41iaE72rh3zO60=,4,0,,7,20150110
kZmCUKpc8D/S0ZnIieYOB2G6NYaGqEEjG+cebE7yMmU=,15,0,,9,20150203
6UZ+y7e2G/gsE/rVOhBDKpdyX2kiXGmlZHCiXTN13VA=,22,32,female,9,20090418
p6Kz1Z5QymYq1bexdQYhBnbxFpDaMUIuF8lw+dBd5jc=,14,0,female,3,20140825
MtUhwcvZrXusT1esuCzfSamxXE1wtwBg6hB9qjSiypI=,15,28,male,9,20140828
Z+oQ2By1qVghRrEGBEhaOkHtfKq+5W84G0IMw4RgW7c=,1,0,,7,20140914
VoQ+sdKkbZm1E7mfqAeh8oD2ApTdOkVr9evguezzfeo=,1,0,,7,20141218
yN84AOr3UNgZ27vzZt+EdzN+3s7XtdS4qOmVv8EII0w=,10,35,female,9,20070608
Rw7XUEW6dZRMoKgJ4T+fmQYmjilcNPekKpmia3Evdjc=,4,30,female,7,20120118
aJ1+LUpXTz5iMuAQ35vM/y5UkSuitPdIrvMAo1QMsa4=,9,36,male,7,20120218
FH2ZT8TfQg5rN4xKeusHQC4ZzAPSR3Hp/Pa9IyqPVhQ=,1,19,male,7,20120519
GgD1CI6L60SpJxYIblkSy8c+rXEkhST3kyB2binyAMc=,1,0,,7,20170213
hma6ishQ33XPFxPsMCN3+0Gp5Kb7k+L+cnhHNm1W2gE=,1,0,,7,20140730
l2X3PcsknO/Q9vY+kEpcH4omTHmr3zZLQN/PSuKoPx0=,22,21,female,9,20141219
Q5lT4JN1+QNuvb4Lx4qUHh3Q4AGoflmCoFwssBPQt+s=,5,27,male,7,20161104
o0tIwnaGrYb3/hDjITN65TQMLHvktaN/ERnR293xki8=,13,36,female,9,20090622
rXk2Zpr7hcATYLi2uGIfM8r2wvby61+o2fSvYVNeL8g=,1,0,,7,20140817
qUFg1gtBCmlWiUUjEMk1sdxTI4MxRRRJEMiMlF3OXCs=,1,0,,7,20140714
trxSrhBVUAbS+w2knYdeZCyRR7r5L+/7dM0/bIVxiho=,1,0,,4,20161018
5bBuE6HaSA5mEitsqtTuW19D4Q4yQ9ReG9Ht7ZfPXa0=,1,0,,7,20140802
nKrr3OuBhuFUsI9UkPeZs8BYPSTMRNHjMdpjSXfBjHY=,6,26,male,9,20071001
UX5NLo9t/vv0N6abCQ08i7hUTvZnDaUpT16oSWq4bkQ=,13,28,male,9,20080209
o2idgDOXdeqK8Tl8GzADh5hYBtShf880w6jR9apLEI8=,5,0,,9,20120930
QBCLSYUTe7sS5KxpqZSp08gxQNhOXN1A0ROHcSnnNzo=,13,32,female,9,20100315
6k6nZLtH4b2flUl13kfowJwtcPwnnqBrTjua2xSiC2k=,1,0,,7,20150210
q9GmqNShN3jKp1mAxnvOA30zunZQLbCkjZvSS+sVWsM=,4,17,male,3,20150309
rCzOpLWk4UuDthZmFkFbDVeMiWIwdQcR6hoWGANPDdw=,5,0,,9,20150312
SvSG0pCgSIl3IWYLb7I0tiPARi8E6vUTAop2kdai4Dg=,14,25,female,3,20150312
JwjHQys9bjZnG6j68z/jJf2ZZK4ZPzDdp97uG5ok4Jg=,10,0,,9,20150305
QCT1S3Fp/IHhoPME5Cm0IiFL5HfOJkLVYk0UMVwK0/s=,5,46,female,7,20101203
y2ZEAa2pEPuZuSOo+qAFEooC3nULProgC3GcwxeP+vs=,1,0,,7,20101212
g53Atb1zq40Uz2bg3WHnlB+VZaQmRZ7yHU/JKt8rArI=,5,58,female,9,20060301
fpJO7Tqvo1pOd7w7ORvBpg9qOtoB9sfibi12jKQp58o=,13,56,female,4,20170212
P3CstFTbKnYc/kSEajfyEiS/a67fVgVLVsy7KawtYjY=,1,0,,7,20170125
MNJKXNea74PoKAP1s1ZuuvjPZmKqFC/57Fx3UUqTM9I=,1,0,,7,20160430
nQ/Bbenlf5iT/h9KmJF2sFFB+3HSvH0llbkqd++4ZsY=,1,0,,7,20121013
zcRkmPl7w3QFaU7Zcg6tNlA5orTIBZARf8bGP9GN6DQ=,1,0,,4,20161118
lgs+J7E9WCgSwNySnl+NQmEYe52X0N1zDUBFRWg7PJI=,4,23,male,7,20161127
+fW3NL0O6gBS/tqfZOv17q3v2BF3vIzTFpH5se+Lq54=,1,0,,7,20161204
rMdzqJg4d+0J4ZeVnvGcxT0kO7DlX9VaSZSRp55Uibc=,1,0,,4,20161226
BoAik1sDzOWWNdDuLm932z+VmZ2bUcm37/YWmS6saMw=,1,0,,7,20150919
vZC00+pmGdpny8OwJQg7Dw7BBWjRUR2dJFhiTqJ+Ngo=,1,0,,7,20151009
pGIt5Ov+bOwb69sS0MNVnA1gzNc8jHcvEp/2SuLVrV8=,13,23,female,9,20160704
eMzobeUxU3mNgGcZdDvvYeoCDZ9wkpIjHA0nszmzz7w=,17,41,,4,20161004
RdW/2YylOhXoEztHd9vph2NudNSb6jaCRXc358LaP9w=,1,0,,7,20161013
NfB1AQ4cOMcc2zmtQOcw2hAH/zhNb95O9BT/RXUsiw8=,1,0,,7,20161023
g0uu4Q9/kXBMZGL6fMiBrD9WRvipRbN/Fzn9QwSQAY4=,1,0,,7,20160321
HFhMAVKMiXXfJs9AK/vShdl2jvYxJsEByrXKoWxAkpY=,1,0,,7,20160329
SwbSO306FW1Sd1CoaisYtmFJu9O0avKWc5j+oah95zI=,13,19,,9,20110904
RKTl1rfyT/jGlQBV2iSnZSdq7fxghovorsEzhI5aQUE=,1,0,,7,20160822
7Yk+9AF1upluLvDJoI274nBDgX15j4u2NIgu8/jjY1Y=,1,0,,4,20160902
/I2vA4Jx+wNWCBhFTz1XGNOiFRwInjaQP3cKueGRsI8=,1,0,,7,20160924
76sfAR9HKvT9rSpUY7Ir3qguQ4XOWgxgddEouLJwyko=,1,0,,7,20120307
lbB4W3BXQvc5Kv0+HKeTnVyVChnqlltxVwdjqKqzLZQ=,6,41,female,9,20120423
9mtQOciHjEoTZjdmOlXhIJFaN58M7aUgf/LjMDeD4x0=,1,0,,7,20120618
6pxKcL5zipZU5k11qn+FsaZrsQsti9pwnj+DnjqRedU=,1,0,,7,20161017
VKST+NQ4aScFNiJN7gGy4Mbbbx5L7Ez2riekEEgj5zQ=,1,0,,4,20160404
+WsCpFfwNEhWjnyWrJKV/mU0+4GwAkH1gOv/uCDbKWs=,13,38,female,3,20150201
GaK25Emb4qHV095NfWa7KPbS0VnqSztuEvSxdmg+mVU=,1,0,,7,20151113
ErSoSLgL2kC6YMwUhXaZdg7z2x6voomrPJ4umzIuxtg=,1,0,,7,20150805
l0iWB+vD+id84LwU7NyGO9mvny2IC6hebFI33ExxhPY=,1,0,,7,20110131
kw9vLGQBR46tyrXO/0VuK/liHN/4RrISm3mkLhodAtU=,9,24,female,9,20110313
4OXskisAcTISMUCsh1TQ8YaPIgXkYg2iaZ0h/hqJ6rI=,15,27,male,9,20100901
5dZeW2f3nu9u4zULCQq2bzlvbcJ9AN39xrFAaaLuVqc=,22,61,female,9,20130512
4Q852q8TVG1Dgxt0rsbw/LVw3VnK/1wgnvvfJMu7XgI=,14,23,female,3,20130928
zX2i1KeUBvS0eMUWeT0cKZQHY6bZGalDkBg/sDdSDNs=,8,24,male,3,20131014
RQ4ex4f+0YPebEIb2ucy0dZvtRFqfE5/onh8w5WOldA=,15,22,male,3,20131015
tjGbonbpS7podpngdZalcoyy6hZjNQmKRfIlxpR8dkk=,1,0,,7,20131031
Qtzp7RfC0jURXBpVJWBqCdW/jP5kfEkMD1qKdh2dQuk=,1,0,,7,20160916
+fMdFW23XIg6n/TefVzihHRFZ+O3Ev9gB6LFaUHmj0w=,1,0,,7,20141018
W3QsE1dK5c4i/+H4Ubivdl8u3U05PXyJ3+oubluLaeI=,14,36,male,3,20120925
91ePNm9barMbrUzOFxIFhKq9BUaoXFHrlvS1HvfnCpk=,1,0,,7,20121121
adVJehik9QzsCK7kA7apRl5L4ql8+SS9kSoQNAyFHeA=,13,38,female,3,20121214
76yCjJK5gkVCze02iDHxkQJNzL/psWLOI5hJ+HmxaLw=,5,34,female,7,20170220
qGGv6R47OFFWU0oIjDekhrQlOn8MIYdxokrnRvg+Ivs=,1,0,,7,20120618
GZPvFGY/d/cbysPrzy2YuWfKkr/pztqPAV+q9KGTdJI=,1,0,,7,20170201
krMH30ucb5x4Z01INQf1UIIsNY1v+vaLN4uo6+DqyDY=,1,0,,9,20170207
MZEPwMwHRzG8rtD27QHZ0Z34kj/INXHTJDi6Y314ibg=,12,28,male,9,20170217
1UvqQA2u8PiLBjL/iknw8LNIxrb7N+y1oXnWaIbxjTs=,1,0,,7,20150407
PaNb4YqyIgsmbegd6B5mSJCnVKx9sPXtP7q2yqOVoz4=,13,39,female,9,20060519
2Q2AYsRLqghpRO50++3JRGe56hjV5EUZ+2+yxhrKbaM=,22,26,female,9,20070408
SgLfY2dtW7oHKaniCkpInyytD4v8VYwUz2yDVylk0ZU=,1,0,,7,20150329
eIDHCU55WqUdQTYF+EumovINlrJJKXYJRxN/qSO07BU=,13,32,male,7,20160901
yyR3StCOD/ha2+N81Siluh5TkokxAtnCN71a7U6RR3s=,5,28,male,9,20120203
7tsryEdK0WZSIMk+/CGqx7mVFjx7UCQmLkc9+/55rVo=,13,26,male,9,20120302
GABYkGXN00KyeLzmEk6ZRxDHirF7MQRBz3hsTbQmVPA=,1,0,,7,20160805
+tws1tSdh9OgUfsxLoO3KufYkAGphtrii3L6WA+Isns=,1,0,,7,20160807
vJic0mhXaVkUq7mX/dLrsjitib36xtr+8p+x4VkkcXw=,1,0,,4,20160817
S4JuUpEwcc150qoTiOPZAPOOAD6g6k9rGxp1BNDYrLc=,1,0,,7,20160826
Ey32+n8dmiW1fkwuy9d4VdsW4Nj/LBDdXnX3AP5xFVA=,4,0,,3,20130208
9ufZ+MCScmz1vmhTAUartiPyMWdjv+uMuGLkP7xira0=,5,0,,3,20130325
4/2Srq2VB8WVp+hQ7M3qxkUHUSP3pW6yQ0a7C7xtAik=,1,0,,4,20170210
0KOxq+uCaEGEL2KA+7QySa1Tjp7gp1i2Lz86YPSLIHY=,1,0,,7,20170213
/jllSYAoZibJ+OBeDikFKEPS1wUBtlPvDF9VBDSRybk=,13,32,female,9,20070806
0PaTeUkDJDNdnIgTPO7rz/gy69TPjW5xC2RHySeZL58=,6,27,female,9,20070903
tHokuFcN1q3BDIp1TQ9gM7ULUxLmZZryy/Q3/ycgYpw=,13,27,male,7,20110422
37ZRdtBJ8bbN8TIt3sqGSgtgeKEh3BrZX7tk120HXoM=,1,0,,7,20110603
1Za1ueKJK/1R99C1H3blZp2oOVIt5sia975v9EVqwsQ=,1,0,,7,20140208
y13n6Ha/H2V98K+qNykF3X043buXsNZ8/xSz8K6F7yM=,1,0,,7,20160726
2dvBqoISKHPwvBN0+nElRsPs6dW4hCxfYsyPZWEvKho=,1,0,,4,20160730
Aed22PnWkTbzlfgNyaxii/By0NAvsVKKMi9+0P1McJ8=,1,0,,7,20141006
rDUP8wav3f52CMP2CrXhFmwzEZQRKznLW3f3cg3vDb8=,4,34,male,4,20160722
pGXVoNZXBU8zf37JRWhzeOadNCvSjwFL38wGUffSmS4=,1,0,,7,20160719
yMcr/DhZ43hJ+iuuKrGw1JIHLYiakToNWBYVGDGqC9M=,1,0,,7,20160724
3S7IC8xiUSiNq4K0bjpl7XDSrp4B4ox9bnQyUhfkSUo=,1,0,,7,20160706
9fC8sECmYwAKO47OSTHRhSlbvvtE2GXp17tUUL+iMSY=,1,0,,7,20140805
5hwr0UX0CpywV2uR9MiW4vpQoS+W66EODdG3oBhMirk=,1,0,,7,20140901
7T7aDhaoBo/knlS1ceXNhZb/2z66mzlYPH9TQyJtCDU=,1,0,,7,20161126
4l0YCjDyWU9L3l8UlVoYF3uvZj5qPccRoL+6hRh2Iuo=,1,0,,7,20161128
xVUEhXKdtEt7VJazwQxsaYRAuMnwVbI0hVMnpWpfYms=,13,46,female,9,20111019
KkUx/lY6z90Mu34lPspArWnsRm1Wap4Rh9plzstbMRc=,15,30,female,9,20141105
mEteyDphIyUQIQb/LxsGl0I3vNAkdFDEosiO7188/rg=,1,0,,7,20160122
RZUzwxPlULQ5YRgLXKpvBpTF0JLPTzCnYi9rJQ5O3zs=,1,0,,7,20160204
9IjDYycWyZ6QOcSap3yxILH8wpA4hqMa4EgFQ98XVhY=,1,0,,7,20170109
M2+j4OcLzktdww7riPf1etwOD443zvMZuMrdf3H9jKg=,13,19,female,3,20170114
znc6U6XGlJmX5+umwlZ5jRGd6WcjL1WG9UoxiFtvpqc=,14,35,female,9,20060805
3KhGrTrRK/NrlZxf/ys1Gw3UgKZxcxTiK/fEQW74hFo=,1,0,,7,20160719
